CB,N,3,0|NA,N,4,0|FT,N,9,3|FR,N,9,3|SDT,C,7|LOC,C,20|PRO,C,2|SDR,C,7|LON,N,6,0|LAT,N,6,0|BN,N,7,3|CS,C,1|NRE,C,11|MME,C,20|MME2,C,20|PTX,N,4,1|PIM,N,6,1|TA,N,4,0|MMA,C,20|MMA2,C,20|POL,C,2|ACU,N,5,1|E,N,5,1|CT,N,4,0|HA,N,3,0|AAL,N,4,1|CON,C,1|SER_SIS1,C,5|OBS,C,40
22|1697|2461|2367|AZL702|MONES CAZON|BA|AZL999|620027|361340|7|2|C-0340|||36|-104|305||P 3M|H|13.6|0|98|58|7.3|A|MXD|
22|1700|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ773|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|230|0|610|23|8.8|A|MXD|
22|1702|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ774|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|230.7|0|610|23|8.8|A|MXD|
22|1704|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ775|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|152.4|0|610|23|8.8|A|MXD|
22|1706|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ776|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|127.8|0|610|23|8.8|A|MXD|
22|1708|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ777|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|125|0|610|23|8.8|A|MXD|
22|1710|2431|2337|AZZ783|SAN MIGUEL DE TUCUMA|TC|AZZ778|651214|264754|4|2|C-0000|||31|-92|0||OMNI|V|13|0|610|54|7.2|A|MXD|
22|1712|2431|2337|AZZ783|SAN MIGUEL DE TUCUMA|TC|AZZ779|651214|264754|4|2|C-0000|||31|-92|0||OMNI|V|10.3|0|610|54|7.2|A|MXD|
22|1714|2431|2337|AZZ783|SAN MIGUEL DE TUCUMA|TC|AZZ780|651214|264754|4|2|C-0000|||31|-92|0||OMNI|V|7.9|0|610|54|7.2|A|MXD|
22|1720|2407|2313|AZZ783|SAN MIGUEL DE TUCUMA|TC|AZZ782|651214|264754|4|2|C-0000|||31|-92|0||OMNI|V|325.2|0|480|52|6.2|A|MXD|
22|1701|2407|2313|AZZ773|SAN MIGUEL DE TUCUMA|TC|AZM276|651607|264439|4|2|C-0000|||31|-92|0||FLAT|V|50|0|610|15|3.1|A|MXD|
22|1703|2407|2313|AZZ774|SAN MIGUEL DE TUCUMA|TC|AZM276|651610|264438|4|2|C-0000|||31|-92|0||FLAT|V|50.7|0|610|15|3.1|A|MXD|
22|1705|2407|2313|AZZ775|SAN MIGUEL DE TUCUMA|TC|AZM276|651356|264615|4|2|C-0000|||31|-92|0||FLAT|V|332.4|0|515|11|2.4|A|MXD|
22|1707|2407|2313|AZZ776|SAN MIGUEL DE TUCUMA|TC|AZM276|651354|264456|4|2|C-0000|||31|-92|0||FLAT|V|307.8|0|550|11|2.4|A|MXD|
22|1709|2407|2313|AZZ777|SAN MIGUEL DE TUCUMA|TC|AZM276|651355|264450|4|2|C-0000|||31|-92|0||FLAT|V|305|0|550|11|2.4|A|MXD|
22|1711|2337|2431|AZZ778|SAN MIGUEL DE TUCUMA|TC|AZM276|651137|264531|4|2|C-0000|||31|-92|0||FLAT|V|193|0|550|15|3.1|A|MXD|
22|1713|2337|2431|AZZ779|SAN MIGUEL DE TUCUMA|TC|AZZ783|651145|264532|4|2|C-0000|||31|-92|0||FLAT|V|190.3|0|550|15|3.1|A|MXD|
22|1715|2337|2431|AZZ780|SAN MIGUEL DE TUCUMA|TC|AZZ783|651152|264532|4|2|C-0000|||31|-92|0||PARABOLA|V|187.9|0|550|15|3.1|A|MXD|
22|1721|2313|2407|AZM276|SAN MIGUEL DE TUCUMA|TC|AZZ783|651515|264400|4|2|C-0000|||31|-92|0||OMNI|V|145.4|0|610|15|5.4|A|MXD|
22|1722|2477|2383|AZM447|SAN MARIANO|SF|AZM448|612053|314007|8|2|C-0781|||29|-91.5|311||P 1,5M|V|346|0|55|18|4.7|A|MXD|
22|1723|2383|2477|AZM448|SA PEREIRA|SF|AZM447|612235|313419|8|2|C-0781|||29|-91.5|311||P 1,5M|V|166|0|61|45|6.6|A|MXD|
22|1725|2437|2343|AZN785|SANTA ISABEL|SF|AZM928|614133|335332|8|2|C-0384|||31|-87|307||P 2M|H|19|0|106|58|6|A|MXD|
22|1724|2343|2437|AZM928|ELORTONDO|SF|AZN785|613645|334156|8|2|C-0384|||31|-87|307||P 2M|H|199|0|100|28|7.1|A|MXD|
22|1728|2477|2383|AZK320|BRAGADO|BA|AZE786|603038|350643|7|2|C-0340|||30|-101|305||P 3M|H|354.2|0|55|88|9.3|A|MXD|
22|1729|2383|2477|AZE786|WARNES|BA|AZK320|603210|345424|7|2|C-0340|||30|-101|305||P 3M|H|174.2|0|63|29|5.4|A|MXD|
22|1730|2383|2477|AZK642|VILLA DE PRAGA|SL|AZL780|653841|323307|7|2|C-0340|||30|-95|307||P 2M|H|349|0|1020|75|8.8|A|MXD|
22|1731|2477|2383|AZE780|SAN MARTIN (DPTO. SA|SL|AZK642|654038|322439|7|2|C-0340|||30|-95|307||P 2M|H|169|0|940|50|6.7|A|MXD|
22|1732|2445|2351|AZL356|AMENABAR|SF|AZK573|622514|340803|8|2|C-0781|||28|-91.5|305||P 3M|H|241.4|0|119|41|6.1|A|MXD|
22|1733|2351|2445|AZK573|AMENABAR|SF|AZL356|624244|341558|8|2|C-0781|||28|-91.5|305||P 3M|H|61.4|0|116|45|5.8|A|MXD|
22|1734|2453|2359|AZK777|MELINCUE|SF|AZK410|612725|333932|8|2|C-0000|||30|-89|307||P 2M|H|353|0|86|28|5.2|A|MXD|
22|1735|2359|2453|AZK410|FIRMAT|SF|AZK777|612913|332719|8|2|C-0000|||30|-89|305||P 3M|H|173|0|103|54|8.1|A|MXD|
22|1736|2461|2367|AZE773|SMITH|BA|AZE774|613540|352940|7|2|C-0642|||30|-99.5|307||P 2M|V|79.1|0|87|29|6.5|A|MXD|
22|1737|2367|2461|AZE774|MOCTEZUMA|BA|AZE773|612938|352843|7|2|C-0642|||30|-99.5|307||P 2M|V|259.1|0|86|47|7.9|A|MXD|
22|1742|2336|2430|AZY336|PASO DE LA PATRIA|CR|AZY335|584108|272305|3.5|2|C-0000|||28|-110|305|ANDREW|KP10F-23B|V|282.7|0|53|76|4.1|A|MXD|
22|1743|2430|2336|AZY335|PUERTO BASTIANI|CC|AZY336|590633|271803|3.5|2|C-0000|||28|-110|305|ANDREW|KP10F-23B|V|102.7|0|54|70|4.1|A|MXD|
22|1745|2383|2477|AZE629|CHARRAS|CD|AZL980|640247|330138|8|2|C-0000|||27|-91.5|307||P 2M|H|98.9|0|342|38|6.1|A|MXD|
22|1744|2477|2383|AZL980|OLAETA|CD|AZE629|635424|330244|8|2|C-0000|||27|-91.5|307||P 2M|H|278.9|0|289|12|3.5|A|MXD|
22|1746|2345|2439|AZY362|CRUZ DE PIEDRA|MZ|AZY363|684805|330215|2.6|2|C-0000|||35|-94|303||P 1,8M|V|22.9|0|860|37|6.2|A|MXD|
22|1747|2439|2345|AZY363|RODEO DE LA CRUZ|MZ|AZY362|684433|325514|2.6|2|C-0000|||35|-94|303||P 1,8M|V|202.9|0|720|40|11.9|A|MXD|
22|1748|2361|2455|AZX953|CASTELAR|BA|AZX954|583556|343917|3.5|2|C-0000|||33|-91|310|ANDREW||V|280.6|0|21|52|11.5|A|MXD|
22|1749|2455|2361|AZX954|LUJAN|BA|AZX953|590617|343440|3.5|2|C-0000|||33|-91|310|ANDREW||V|100.6|0|28|118|15.5|A|MXD|
22|1750|2361|2455|AZX951|OTAMENDI|BA|AZX952|585348|341315|3.5|2|C-0000|||33|-91|305|ANDREW|KP10F-23|H|128.9|0|3|88|7.7|A|MXD|
22|1751|2455|2361|AZX952|VICTORIA|BA|AZX951|583231|342724|3.5|2|C-0000|||33|-91|305|ANDREW|KP10F-23|H|308.9|0|13|58|6.3|A|MXD|
22|1752|2373|2467|AZX953|CASTELAR|BA|AZX952|583856|343917|3.5|2|C-0000|||33|-91|307|ANDREW|KPGF-23B|V|24|0|21|50|6.3|A|MXD|
22|1753|2467|2373|AZX952|VICTORIA|BA|AZX953|583231|342724|3.5|2|C-0000|||33|-91|307|ANDREW|KPGF-23B|V|204|0|13|56|7.3|A|MXD|
22|1754|2373|2467|AZX955|LAS HERAS|BA|AZX954|585640|345537|3.5|2|C-0000|||33|-91|305|ANDREW|KP10F-23|H|339.5|0|35|70|8.7|A|MXD|
22|1755|2467|2373|AZX954|LUJAN|BA|AZX955|590611|343444|3.5|2|C-0000|||33|-91|305|ANDREW|KP10F-23|H|159.5|0|28|115|11.9|A|MXD|
22|1762|2360|2454|AZX875|PERGAMINO|BA|AZX876|603949|335150|1.5|2|C-0000|||33|-94|311||P 1.5M|H|112.1|0.1|73|30|7|A|MXD|
22|1763|2454|2360|AZX876|PERGAMINO|BA|AZX875|603432|335337|1.5|2|C-0000|||33|-94|311||P 1.5M|H|292.1|-0.1|65|54|7.5|A|MXD|
22|1758|2370|2464|AZX880|SANTA EMILIA|SF|AZX879|613012|335008|1.5|2|C-0000|||33|-94|305||P 3M|H|100.7|0|103|80|8.3|A|MXD|
22|1759|2464|2370|AZX879|COLON|BA|AZX880|610727|335340|1.5|2|C-0000|||33|-94|305||P 3M|H|280.7|0|85|62|7|A|MXD|
22|1760|2364|2458|AZX875|PERGAMINO|BA|AZX879|603949|335150|1.5|2|C-0000|||33|-94|305||P 3M|V|349|0|73|71|7|A|MXD|
22|1761|2458|2364|AZX879|COLON|BA|AZX875|610727|315340|1.5|2|C-0000|||33|-94|310||P 4M|V|169|0|85|70|8|A|MXD|
22|1756|2364|2458|AZX880|SANTA EMILIA|SF|AZX881|613012|335008|1.5|2|C-0000|||33|-94|305||P 3M|H|290.2|0|103|88|8.4|A|MXD|
22|1757|2458|2364|AZX881|VENADO TUERTO|SF|AZX880|615727|334150|1.5|2|C-0000|||33|-94|305||P 3M|H|110.2|0|110|88|8.4|A|MXD|
22|1764|2370|2464|AZX875|PERGAMINO|BA|AZX877|603949|335150|1.5|2|C-0000|||33|-94|305||P 3M|V|190.1|0|73|67|7|A|MXD|
22|1765|2464|2370|AZX877|ROJAS|BA|AZX875|604359|341116|1.5|2|C-0000|||33|-94|305||P 3M|V|10.1|0|68|88|6.1|A|MXD|
22|1766|2364|2458|AZX878|SALTO|BA|AZX877|601426|341921|1.5|2|C-0000|||33|-94|305||P 3M|H|288.5|0|56|86|10.3|A|MXD|
22|1767|2458|2364|AZX877|ROJAS|BA|AZX878|604359|341116|1.5|2|C-0000|||33|-94|310||P 4M|H|108.5|0|68|88|9.2|A|MXD|
22|1768|2429|2335|AZK759|LOS CARDOS|SF|AZK402|613750|321912|8|2|C-0781|||30|-89|311||P 1.5M|H|334.5|0|106|30|5.3|A|MXD|
22|1769|2335|2429|AZK402|EL TREBOL|SF|AZK759|614156|321157|8|2|C-0781|||30|-89|311||P 1.5M|H|154.5|0|90|36|6.2|A|MXD|
22|1771|2351|2445|AZK600|SANTA FE|SF|AZK836|604219|313836|8|2|C-0000|||29|-91.5|305||P 3M|V|237.4|0|16|58|5|A|MXD|
22|1770|2445|2351|AZK836|MATILDE|SF|AZK600|605837|314730|8|2|C-0000|||29|-91.5|305||P 3M|V|57.4|0|31|32|5.4|A|MXD|
22|1772|2424|2330|AZV535|LA FALDA DEL CARMEN|CD|AZY410|643257|313550|2|2|C-0000|||30|-96|301||OMNI|V|128.8|-2.5|1230|37|10.8|A|MXD|
22|1773|2330|2424|AZY410|VILLA LOS AROMOS|CD|AZV535|642415|314147|2|2|C-0000|||30|-96|307||P 2M|V|308.8|-2.3|502|28|5.1|A|MXD|
22|1775|2405|2311|AZL201|SERODINO|SF|AZK20|605647|323615|8|2|C-0384|||28|-91.5|305||P 3M|H|128.7|0|33|44|5.2|A|MXD|
22|1774|2311|2405|AZK20|SAN LORENZO|SF|AZL201|604358|324452|8|2|C-0384|||28|-91.5|307||P 2M|H|308.7|0|27|41|5.1|A|MXD|
22|1776|2453|2359|AZE628|TRES ALGARROBOS|BA|AZM959|624621|351149|8|2|C-0384|||30|-91|307||P 2M|H|309.2|0|105|46|5.6|A|MXD|
22|1777|2359|2453|AZM959|GENERAL VILLEGAS|BA|AZE628|630022|350230|8|2|C-0384|||30|-91|305||P 3M|H|129.2|0|114|47|5.4|A|MXD|
22|1779|2437|2343||BARDA DEL MEDIO|RN|AZK551|543812|253038|7|2|C-0384|||27|-91.5|311||P 1,5M|V|147.9|0|220|32|5.5|A|MXD|
22|1778|2343|2437|AZK551|IGUAZU|MS||543417|253616|7|2|C-0384|||27|-91.5|311||P 1,5M|V|327.9|0|195|35|5|A|MXD|
22|1780|2337|2431|AZE778|FAMAILLA|TC|AZE779|652124|265734|4|2|C-0000|||28|-92|311||P 1,5M|V|205.3|0|389|41|4|A|MXD|
22|1781|2431|2337|AZE779|FAMAILLA|TC|AZE778|652424|270314|4|2|C-0000|||28|-92|311||P 1,5M|V|25.3|0|362|38|4|A|MXD|
22|1782|2308|2402|AZX863|SAN LORENZO|SF|AZX864|604455|324501|1.75|2|C-0000|||28|-97|307||P 2M|V|9.1|0|30|22|2.4|A|MXD|
22|1783|2402|2308|AZX864|SAN LORENZO|SF|AZX863|604440|324342|1.75|2|C-0000|||28|-97|307||P 2M|V|189.1|0|23|24|2.4|A|MXD|
22|1785|2414|2320|AZX865|PUERTO GENERAL SAN M|SF|AZX863|604439|324154|1.75|2|C-0000|||28|-97|307||P 2M|H|184.1|0.2|27|40|2.4|A|MXD|
22|1784|2320|2414|AZX863|SAN LORENZO|SF|AZX865|604455|324501|1.75|2|C-0000|||28|-97|307||P 2M|H|4.1|-0.2|30|67|2.4|A|MXD|
22|1789|2453|2359|AZY596|CAMPO VIERA|MS|AZK518|550311|272041|7|2|C-0000|||30|-89|311||P 1,5M|H|186.9|0|300|47|7.2|A|MXD|
22|1788|2359|2453|AZK518|OBERA|MS|AZY596|550416|272838|7|2|C-0000|||30|-89|311||P 1,5M|H|6.9|0|375|72|9.7|A|MXD|
22|1794|2311|2405|AZY595|DOS ARROYOS|MS|AZL824|551645|274207|7|2|C-0000|||30|-89|311||P 1,5M|H|96.2|0|350|12|4.2|A|MXD|
22|1795|2405|2311|AZL824|MOJON GRANDE|MS|AZY595|550925|274249|7|2|C-0000|||30|-89|311||P 1,5M|H|276.2|0|320|26|4.9|A|MXD|
22|1796|2421|2327|AZX856|ESCALANTE (ESTACION|CB|AZX857|681807|454414|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|230.2|0|540|85|0|A|MXD|
22|1797|2327|2421|AZX857|CALETA OLIVIA|SC|AZX856|685012|460256|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|50.2|0|712|72|0|A|MXD|
22|1798|2335|2429|AZX857|CALETA OLIVIA|SC|AZX858|685012|460256|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|186.8|-7.7|712|24|0|A|MXD|
22|1799|2429|2335|AZX858|LAS HERAS|SC|AZX857|685344|462332|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|6.8|7.7|660|24|0|A|MXD|
22|1800|2421|2327|AZX858|LAS HERAS|SC|AZX859|685344|462332|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|131.5|-0.4|660|24|0|A|MXD|
22|1801|2327|2421|AZX859|PIEDRA CLAVADA (LAS|SC|AZX858|682709|463937|6|2|C-0000|||28|-85|303|NERA TELECOM|P 1.8M|V|311.5|0.4|349|24|0|A|MXD|
22|1802|2405|2311|AZL299|SAN GREGORIO|SF|AZL357|620210|341924|8|2|C-0000|||29|-91.5|310||P 4M|V|268.4|0|107|49|8.4|A|MXD|
22|1803|2311|2405|AZL357|AARON CASTELLANOS|SF|AZL299|622220|341954|8|2|C-0000|||29|-91.5|310||P 4M|V|88.4|0|106|45|6.9|A|MXD|
22|1810|2367|2461|AZM939|IBICUY|ER|AZK321|590903|334444|8|2|C-0000|||29|-91.5|0||P 2.4M|H|117.1|0|6|64|8.4|A|MXD|
22|1811|2461|2367|AZK321|BRAZO LARGO|ER|AZM939|585240|335140|8|2|C-0000|||29|-91.5|0||P 2.4M|H|297.1|0|6|62|7.7|A|MXD|
22|1814|2413|2319|AZK867|ALBARELLOS|SF|AZK866|603804|331424|8|2|C-0000|||28|-91.5|307||P 2M|V|52.2|0|49|19|3.3|A|MXD|
22|1815|2319|2413|AZK866|ARROYO SECO|SF|AZK867|603037|330934|8|2|C-0000|||28|-91.5|311||P 1.5M|V|232.2|0|26|30|4.5|A|MXD|
22|1816|2421|2327|AZK841|SAN JAVIER|CD|AZK643|650146|320140|8|2|C-0000|||29|-91.5|311||P 1.5M|H|301.6|0|809|11|3.2|A|MXD|
22|1817|2327|2421|AZK643|VILLA DOLORES|CD|AZK841|651110|315646|8|2|C-0000|||29|-91.5|311||P 1.5M|H|121.6|0|522|32|6.9|A|MXD|
22|1820|2405|2311|AZY740|CACIQUE ARIACAIQUIN|SF|AZK593|601347|303917|8|2|C-0000|||29|-91.5|305||P 3M|H|74.3|0|25|30|5.4|A|MXD|
22|1821|2311|2405|AZK593|SAN JAVIER|SF|AZY740|595547|303454|8|2|C-0000|||29|-91.5|305||P 3M|H|254.3|0|24|58|7.2|A|MXD|
22|1825|2380|2474|AZY274|URDAMPILLETA|BA|AZY275|612531|362531|1.8|2|C-0000|||31|-93|0||GP8F-23|H|233.5|0|105|89|5.4|A|MXD|EX CTI NORTE S.A.
22|1826|2474|2380|AZY275|DAIREAUX|BA|AZY274|614421|363645|1.8|2|C-0000|||31|-93|0||GP10F-23|H|53.5|0|112|59|4|A|MXD|EX CTI NORTE S.A.
22|1829|2348|2442|AZY948|ROSARIO|SF|AZY950|604058|325907|1.75|2|C-0000|||27|-97.5|307||P 2M|H|102.8|-8|20|52|2.2|A|MXD|
22|1830|2442|2348|AZY950|ROSARIO|SF|AZY948|603815|325938|1.75|2|C-0000|||27|-97.5|307||P 2M|H|282.8|6|23|40|2.2|A|MXD|
22|1832|2441.75|2441.75|AZZ573|COLONIA BICHA|SF|AZZ572|615051|305121|83.5|3|C-0000|ESPECTRO ENSANCHADO||28|-91|0|EASTEL|P 1,5M|V|87.9|0|99|44|0|A|SEE|
22|1831|2441.75|2441.75|AZZ572|TACURAL|SF|AZZ573|613536|305051|83.5|3|C-0000|ESPECTRO ENSANCHADO||28|-91|0|EASTEL|P 1,5M|V|267.8|0|96|44|0|A|SEE|
22|1833|2477|2383|AZY737|URANGA|SF|AZK866|604224|331555|8|2|C-0000|||28|-91.5|307||P 2M|H|57.3|0|61|17|3.2|A|MXD|
22|1834|2383|2477|AZK866|ARROYO SECO|SF|AZY737|603037|330934|8|2|C-0000|||28|-91.5|307||P 2M|H|237.3|0|26|34|4.8|A|MXD|
22|1835|2405|2311|AZL985|CLUCELLAS|SF|AZV366|614213|312706|8|2|C-0384|||29|-91.5|305||P 3M|V|189.8|0|101|41|6.1|A|MXD|
22|1836|2311|2405|AZV366|MARIA JUANA|SF|AZL985|614502|314105|8|2|C-0384|||29|-91.5|305||P 3M|V|9.8|0|109|70|10.5|A|MXD|
22|1839|2461|2367|AZY880|CAMPO ANDINO|SF|AZK492|603144|311421|8|2|C-0000|||29|-91.5|305||P 3M|V|285.7|0|17|38|5.8|A|MXD|
22|1840|2367|2461|AZK492|LLAMBI CAMPBELL|SF|AZY880|604438|311116|8|2|C-0000|||29|-91.5|305||P 3M|V|105.7|0|45|42|6.1|A|MXD|
22|1841|2477|2383|AZY732|DIEGO DE ALVEAR|SF|AZY725|620742|342224|8|2|C-0000|||28|-91.5|305||P 3M|H|281.8|0|112|14|3.6|A|MXD|
22|1842|2383|2477|AZY725|AARON CASTELLANOS|SF|AZY732|622220|341954|8|2|C-0000|||28|-91.5|307||P 2M|H|101.8|0|106|42|5.2|A|MXD|
22|1843|2461|2367|AZN808|CORONEL RODOLFO S. D|SF|AZK866|604259|331104|8|2|C-0000|||28|-91.5|307||P 2M|V|81.8|0|48|34|5.6|A|MXD|
22|1844|2367|2461|AZK866|ARROYO SECO|SF|AZN808|603037|330934|8|2|C-0000|||28|-91.5|307||P 2M|V|261.8|0|26|42|6|A|MXD|
22|1845|2405|2311|AZY728|NARE|SF|AZK596|602758|305659|8|2|C-0384|||29|-91.5|307||P 2M|H|326.8|0|25|24|4.5|A|MXD|
22|1846|2311|2405|AZK596|SAN JUSTO|SF|AZY728|603517|304724|8|2|C-0384|||29|-91.5|307||P 2M|H|146.8|0|54|58|7.6|A|MXD|
22|1847|2437|2343|AZL210|CULULU|SF|AZK492|605553|311223|8|2|C-0000|||29|-91.5|307||P 2M|H|83.4|0|38|42|5.6|A|MXD|
22|1848|2343|2437|AZK492|LLAMBI CAMPBELL|SF|AZL210|604438|311116|8|2|C-0000|||29|-91.5|307||P 2M|H|263.4|0|45|98|7.8|A|MXD|
22|1849|2405|2311|AZY727|COLONIA MONTEFIORE|SF|AZK338|615202|294041|8|2|C-0384|||30|-91.5|307||P 2M|H|198.1|0|81|23|5.1|A|MXD|
22|1850|2311|2405|AZK338|CERES|SF|AZY727|615635|295246|8|2|C-0384|||30|-91.5|307||P 2M|H|18.1|0|86|45|7.1|A|MXD|
22|1859|2429|2335|AZK758|GODOY|SF|AZK866|603018|332208|8|2|C-0000|||28|-91.5|305||P 3M|V|358.8|0|48|34|4.3|A|MXD|
22|1860|2335|2429|AZK866|ARROYO SECO|SF|AZK758|603037|330934|8|2|C-0000|||28|-91.5|307||P 2M|V|178.8|0|26|46|5.8|A|MXD|
22|1863|2413|2319|AZK248|FORTIN OLMOS|SF|AZL634|602434|290348|8|2|C-0000|||29|-91.5|305||P 3M|H|160.7|0|56|76|6.4|A|MXD|
22|1864|2319|2413|AZL634|VERA|SF|AZK248|601458|292738|8|2|C-0000|||29|-91.5|305||P 3M|H|340.7|0|55|66|6.1|A|MXD|
22|1865|2477|2383|AZV232|COLAZO|CD|AZK27|632300|315754|8|2|C-0000|||29|-91.5|307||P 2M|H|244|0|229|26|5.1|A|MXD|
22|1866|2383|2477|AZK27|OLIVA|CD|AZV232|633359|320227|8|2|C-0000|||29|-91.5|307||P 2M|H|64|0|262|38|8|A|MXD|
22|1871|2453|2359|AZK757|SANTA TERESA (TOTORA|SF|AZK680|604733|332624|8|2|C-0000|||28|-91.5|307|P 2M||V|349.8|0|62|34|6.7|A|MXD|
22|1872|2359|2453|AZK680|ACEBAL|SF|AZK757|605006|331437|8|2|C-0000|||28|-91.5|305|P 3M||V|169.8|0|63|36|5.9|A|MXD|
22|1873|2437|2343|AZK779|PRESIDENTE ROCA|SF|AZL246|613641|311248|8|2|C-0000|||29|-91.5|311|P 1,5M||H|101.2|0|99|17|5.4|A|MXD|
22|1874|2343|2437|AZL246|RAFAELA|SF|AZK779|612945|311358|8|2|C-0000|||29|-91.5|311|P 1,5M||H|281.2|0|97|37|6.1|A|MXD|
22|1875|2411|2317|AZL929|LAZO|ER|AZY946|592504|325214|4|2|C-0000|||30|-94|307|P 2M||V|78.7|0|35|70|6|A|MXD|
22|1876|2317|2411|AZY946|LAZO|ER|AZL929|591342|325019|4|2|C-0000|||30|-94|307|P 2M||V|258.7|0|22|48|4|A|MXD|
22|1879|2437|2343|AZK716|ALDEA MARIA LUISA|ER|AZM896|602340|315354|8|2|C-0000|||29|-91.5|100||P 1,5M|V|312.2|0|66|38|5.1|A|MXD|
22|1880|2343|2437|AZM896|ORO VERDE|ER|AZK716|602931|314924|8|2|C-0000|||29|-91.5|100||P 1,5M|V|132.2|0|80|61|7.5|A|MXD|
22|1947|2453|2359|AZL274|SUSANA|SF|AZK558|613110|312123|8|2|C-0000|||29|-91.5|311||P 1.5M|V|9.3|0|89|17|4.7|A|MXD|
22|1948|2359|2453|AZK558|RAFAELA|SF|AZL274|612945|311358|8|2|C-0000|||29|-91.5|307||P 2M|V|189.3|0|97|48|6.5|A|MXD|
22|1945|2421|2327|AZL78|CAVOUR|SF|AZK405|610117|312142|8|2|C-0000|||29|-91.5|311|P 1,5M||V|138.1|0|45|15|3.6|A|MXD|
22|1946|2327|2421|AZK405|ESPERANZA|SF|AZL78|605611|312633|8|2|C-0000|||29|-91.5|311|P 1,5M||V|318.1|0|32|46|5.9|A|MXD|
22|1949|2367|2461|AZK23|ARMSTRONG|SF|AZL744|613611|324653|8|2|C-0000|||28|-91.5|305||P 3M|V|166.1|0|117|44|4|A|MXD|
22|1950|2461|2367|AZL744|VILLA ELOISA|SF|AZK23|613254|325801|8|2|C-0000|||28|-91.5|307||P 2M|V|346.1|0|90|69|5|A|MXD|
22|1954|2477|2383|AZM371|INRIVILLE|CD|AZK775|621340|325642|8|2|C-0000|||34|-91.5|305|P 3M||H|173.8|0|103|70|8.1|A|MXD|
22|1953|2383|2477|AZK775|CORRAL DE BUSTOS|CD|AZM371|621101|331703|8|2|C-0000|||34|-91.5|305|P 3M||H|353.8|0|116|51|6.9|A|MXD|
22|1955|2335|2429|AZL440|GALVEZ|SF|AZN291|611325|320145|8|2|C-0000|||29|-91.5|307|P 2M||V|143.2|0|50|45|6.9|A|MXD|
22|1956|2429|2335|AZN291|IRIGOYEN|SF|AZL440|610634|320930|8|2|C-0000|||29|-91.5|307|P 2M||V|323.2|0|36|23|5|A|MXD|
22|1957|2429|2335|AZL299|SAN GREGORIO|SF|AZL357|620210|341924|8|2|C-0000|||29|-91.5|310|P 4M||V|268.4|0|107|49|8.4|A|MXD|
22|1958|2335|2429|AZL357|AARON CASTELLANOS|SF|AZL299|622220|341954|8|2|C-0000|||29|-91.5|307|P 2M||V|88.4|0|106|45|6.9|A|MXD|
22|1959|2383|2477|AZN287|GOBERNADOR MANSILLA|ER|AZL939|592104|323252|8|2|C-0000|||29|-91.5|311||P 1.5M|V|193.3|0|50|57|5|A|MXD|
22|1960|2477|2383|AZL939|GENERAL GALARZA|ER|AZN287|592355|324302|8|2|C-0000|||29|-91.5|307||P 1.2M|V|13.3|0|51|35|6.5|A|MXD|
22|1961|2411|2317|AZZ320|NASCHEL|SL|AZZ321|652216|325456|4|2|C-0000|||30|-90|0|P 2,4M||H|237.1|0|860|74|5.6|A|MXD|EX C.T.I. SUR S.A.
22|1962|2317|2411|AZZ321|LA TOMA|SL|AZZ320|653704|330300|4|2|C-0000|||30|-90|0|P 2,4M||H|57.1|0|880|74|5.6|A|MXD|EX C.T.I. SUR S.A.
22|1964|2459|2365|AZZ320|NASCHEL|SL|AZZ316|652216|325456|4|2|C-0000|||30|-90|0|P 1,2M||H|19.4|0|860|40|5.4|A|MXD|EX C.T.I. SUR S.A.
22|1963|2365|2459|AZZ316|TILISARAO|SL|AZZ320|651740|324355|4|2|C-0000|||30|-90|0|P 1,2M||H|199.4|0|750|30|4.7|A|MXD|EX C.T.I. SUR S.A.
22|1965|2317|2411|AZZ317|GENERAL CABRERA|CD|AZZ318|635148|324919|4|2|C-0000|||30|-96|0|P 1,2M||H|234.5|0|291|37|5.2|A|MXD|EX C.T.I. NORTE S.A.
22|1966|2411|2317|AZZ318|CARNERILLO (DPTO. JU|CD|AZZ317|640143|325516|4|2|C-0000|||30|-96|0|P 1,2M||H|54.5|0|320|51|6.2|A|MXD|EX C.T.I. NORTE S.A.
22|1967|2365|2459|AZZ313|AUCA MAHUIDA|NQ|AZZ314|685341|374415|4|2|C-0000|||30|-90|0|P 3M||H|96.4|0|1900|15|3|A|MXD|EX C.T.I. SUR S.A.
