CB,N,3,0|NA,N,4,0|FT,N,9,3|FR,N,9,3|SDT,C,7|LOC,C,20|PRO,C,2|SDR,C,7|LON,N,6,0|LAT,N,6,0|BN,N,7,3|CS,C,1|NRE,C,11|MME,C,20|MME2,C,20|PTX,N,4,1|PIM,N,6,1|TA,N,4,0|MMA,C,20|MMA2,C,20|POL,C,2|ACU,N,5,1|E,N,5,1|CT,N,4,0|HA,N,3,0|AAL,N,4,1|CON,C,1|SER_SIS1,C,5|OBS,C,40
72|1638|7652|7498|AZM670|NUEVA GALIA|SL|AZM596|651506|350652|25.5|2|C-0573||DM 3007|27|-91.5|811||P 2.4M|H|359.8|0|305|60|5.9|A|MXD|
72|1640|7708|7554|AZM670|NUEVA GALIA|SL|AZM596|651506|350652|25.5|2|C-0573||DM 3007|27|-91.5|811||P 2.4M|H|359.8|0|305|60|5.9|A|MXD|
72|1641|7526|7680|AZK534|PERGAMINO|BA|AZK434|603418|335344|25.5|2|C-0681|||30|-103.5|809||P 1.2M|H|30.9|0|62|75|7.2|A|MXD|
72|1642|7680|7526|AZK434|GUERRICO|BA|AZK534|602438|334016|25.5|2|C-0681|||30|-103.5|814||P 1.8M|H|210.9|0|61|75|7.2|A|MXD|
72|1643|7470|7624|AZL74|AUCA MAHUIDA|NQ|AZV613|685330|374407|25.5|2|C-0681|||30|-103.5|807||P 2.4M|H|114.6|0|1954|10|3.4|A|MXD|
72|1644|7624|7470|AZV613|CATRIEL|RN|AZL74|675500|380500|25.5|2|C-0681|||30|-103.5|804||P 3M|H|294.6|0|300|22|4|A|MXD|
72|1645|7554|7708|AZL74|AUCA MAHUIDA|NQ|AZV613|685330|374407|25.5|2|C-0681|||30|-103.5|807||P 2.4M HP|H|114.6|0|1954|10|3.4|A|MXD|
72|1646|7708|7554|AZV613|CATRIEL|RN|AZL74|675500|380500|25.5|2|C-0681|||30|-103.5|804||P 3M|H|294.6|0|300|22|4|A|MXD|
72|1647|7470|7624|AZK534|PERGAMINO|BA|AZK434|603418|335344|25.5|2|C-0681|||30|-103.5|809||P 1.2M|H|30.9|0|62|75|7.2|A|MXD|
72|1648|7624|7470|AZK434|GUERRICO|BA|AZK534|602438|334016|25.5|2|C-0681|||30|-103.5|814||P 1.8M|H|210.9|0|61|75|7.2|A|MXD|
72|1649|7526|7680|AZN450|ALDEA BRASILERA|ER|AZL499|603528|315325|28|2|C-0546|||31|-86.5|814||P 1.8M|V|192.2|0|50|70|4.8|A|MXD|
72|1650|7680|7526|AZL499|DIAMANTE|ER|AZN450|603808|320353|28|2|C-0546|||31|-86.5|814||P 1.8M|V|12.2|0|65|33|2.6|A|MXD|
72|1651|7470|7624|AZM385|LA PUERTA (DPTO. RIO|CD|AZL855|631515|305326|28|2|C-0546|||28|-81|803||P 2M|V|133.6|0|114|54|4|A|MXD|
72|1652|7624|7470|AZL855|TORO PUJIO|CD|AZM385|625910|310633|28|2|C-0546|||28|-81|803||P 2M|V|313.6|0|113|34|3|A|MXD|
72|1654|7596|7442|AZL855|TORO PUJIO|CD|AZK300|625910|310633|28|2|C-0546|||28|-81|814||P 1.8M|H|192.1|0|113|30|3|A|MXD|
72|1653|7442|7596|AZK300|ARROYITO|CD|AZL855|630341|312439|28|2|C-0546|||28|-81|814||P 1.8M|H|12.1|0|1525|50|4|A|MXD|
72|1655|7498|7652|AZV694|VALLE DE LAS LEÑAS|MZ|AZV692|700454|350859|25.5|2|C-0573|||27|-105.5|813||P 3.7M|V|258.3|0|2486|12|3.6|A|MXD|
72|1657|7554|7708|AZV694|VALLE DE LAS LEÑAS|MZ|AZV692|700454|350859|25.5|2|C-0573|||27|-105.5|813||P 3.7M|V|258.3|0|2486|12|3.6|A|MXD|
72|1656|7652|7498|AZV692|LOS MOLLES|MZ|AZV694|700710|350922|25.5|2|C-0573|||27|-105.5|0||PASIVO|V|78.3|0|3400|6|0|A|MXD|
72|1658|7708|7554|AZV692|LOS MOLLES|MZ|AZV694|700710|350922|25.5|2|C-0573|||27|-105.5|0||PASIVO|V|78.3|0|3400|6|0|A|MXD|
72|1659|7498|7652|AZV692|LOS MOLLES|MZ|AZM96|700710|350922|25.5|2|C-0573|||27|-105.5|0||PASIVO|V|97.4|0|3400|6|0|A|MXD|
72|1661|7554|7708|AZV692|LOS MOLLES|MZ|AZM96|700710|350922|25.5|2|C-0573|||27|-105.5|0||PASIVO|V|97.4|0|3400|6|0|A|MXD|
72|1660|7652|7498|AZM96|COIHUECO|MZ|AZV692|693852|351219|25.5|2|C-0573|||27|-105.5|813||P 3.7M|V|277.4|0|1550|20|4.4|A|MXD|
72|1662|7708|7554|AZM96|COIHUECO|MZ|AZV692|693852|351219|25.5|2|C-0573|||27|-105.5|813||P 3.7M|V|277.4|0|1550|20|4.4|A|MXD|
72|1666|7596|7442|AZL362|MARIA TERESA|SF|AZK633|615445|340041|28|2|C-0546|||25|-78|804||P 3M|H|350.8|0|107|37|2.4|A|MXD|
72|1665|7442|7596|AZK633|VENADO TUERTO|SF|AZL362|615750|334454|28|2|C-0546|||25|-78|807||P 2.4M|H|170.8|0|113|49|3.1|A|MXD|
72|1668|7652|7498|AZL362|MARIA TERESA|SF|AZK633|615445|340041|28|2|C-0546|||25|-78|804||P 3M|H|350.8|0|107|37|2.4|A|MXD|
72|1667|7498|7652|AZK633|VENADO TUERTO|SF|AZL362|615750|334454|28|2|C-0546|||25|-78|807||P 2.4M|H|170.8|0|113|49|3.1|A|MXD|
72|1669|7554|7708|AZK633|VENADO TUERTO|SF|AZL362|615750|334454|28|2|C-0546|||25|-78|807||P 2.4M|H|170.8|0|113|49|3.1|A|MXD|
72|1670|7708|7554|AZL362|MARIA TERESA|SF|AZK633|615445|340041|28|2|C-0546|||25|-78|804||P 3M|H|350.8|0|107|37|2.4|A|MXD|
72|1671|7442|7596|AZK770|SANTA ROSA DE CALAMU|CD|AZK805|643221|320351|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|317.4|0|367|26|4|A|MXD|
72|1673|7498|7652|AZK770|SANTA ROSA DE CALAMU|CD|AZK805|643221|320351|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|317.4|0|367|26|4|A|MXD|
72|1675|7554|7708|AZK770|SANTA ROSA DE CALAMU|CD|AZK805|643221|320351|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|317.4|0|367|26|4|A|MXD|
72|1672|7596|7442|AZK805|ATOS PAMPA|CD|AZK770|643822|315819|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|137.4|0|976|30|3|A|MXD|
72|1674|7652|7498|AZK805|ATOS PAMPA|CD|AZK770|643822|315819|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|137.4|0|976|30|3|A|MXD|
72|1676|7708|7554|AZK508|ATOS PAMPA|CD|AZK770|643822|315819|28|2|C-0546|||26|-80.5|809||P 1.2M HP|H|137.4|0|976|30|3|A|MXD|
72|1677|7442|7596|AZL945|RIO CUARTO|CD|AZN608|642126|330814|28|2|C-0546|||26.5|-77.5|809||P 1.2M HP|H|10.3|0|436|15|1.6|A|MXD|
72|1678|7596|7442|AZN608|RIO CUARTO|CD|AZL945|642046|330509|28|2|C-0546|||26.5|-77.5|809||P 1.2M HP|H|190.3|0|455|15|1.5|A|MXD|
72|1687|7526|7680|AZM385|LA PUERTA (DPTO. RIO|CD|AZL855|631515|305326|28|2||||28|-81|803||P 2M|V|133.6|0|114|54|4|A|MXD|
72|1688|7680|7526|AZL855|TORO PUJIO|CD|AZM385|625910|310633|28|2||||28|-81|803||P 2M|V|313.6|0|113|34|3|A|MXD|
72|1689|7498|7652|AZK300|ARROYITO|CD|AZL855|630341|312439|28|2||||28|-81|814||P 1.8M|H|12.1|0|1525|50|4|A|MXD|
72|1690|7652|7498|AZL855|TORO PUJIO|CD|AZK300|625910|310633|28|2||||28|-81|814||P 1.8M|H|192.1|0|113|30|3|A|MXD|
72|1695|7470|7624|AZK317|BOLIVAR|BA|AZV696|610639|361350|25.5|2|C-0340|||30|-98.5|814||P 1.8M|V|230.1|0|91|60|9.4|A|MXD|
72|1697|7526|7680|AZK317|BOLIVAR|BA|AZV696|610639|361350|25.5|2|C-0340|||30|-98.5|814||P 1.8M|V|230.1|0|91|60|9.4|A|MXD|
72|1696|7624|7470|AZV696|URDAMPILLETA|BA|AZK317|612448|362606|25.5|2|C-0340|||30|-98.5|814||P 1.8M|V|50.1|0|106|70|8.5|A|MXD|
72|1698|7680|7526|AZV696|URDAMPILLETA|BA|AZK317|612448|362606|25.5|2|C-0340|||30|-98.5|814||P 1.8M|V|50.1|0|106|70|8.5|A|MXD|
72|1701|7526|7680|AZK98|TRES ARROYOS|BA|AZK97|601622|382241|25.5|2|C-0642|||27|-89.5|811||P 2.4M|H|24.9|0|108|43|5.3|A|MXD|
72|1703|7470|7624|AZK98|TRES ARROYOS|BA|AZK97|601622|382241|25.5|2|C-0642|||27|-89.5|811||P 2.4M|H|24.9|0|108|43|5.3|A|MXD|
72|1702|7680|7526|AZK97|ADOLFO GONZALES CHAV|BA|AZK98|600436|380241|25.5|2|C-0642|||27|-89.5|811||P 2.4M|H|204.9|0|195|82|7.2|A|MXD|
72|1704|7624|7470|AZK97|ADOLFO GONZALES CHAV|BA|AZK98|600436|380241|25.5|2|C-0642|||27|-89.5|811||P 2.4M|H|204.9|0|195|82|7.2|A|MXD|
72|1712|7596|7442|AZK869|GARUPA|MS|AZK545|555000|272859|28|2|C-0546|||30|-81.5|802||P 1,5M|H|335.2|0|115|46|3.5|A|MXD|
72|1711|7442|7596|AZK545|POSADAS|MS|AZK869|555339|272158|28|2|C-0546|||30|-81.5|802||P 1,5M|H|155.2|0|115|70|5.3|A|MXD|
72|1719|7442|7596|AZK601|SAN ROQUE (DPTO. SAN|CR|AZY970|584234|283434|28|2|C-0573|||27|-85.5|802||P 2M|H|164.2|0|55|30|2.8|A|MXD|
72|1720|7596|7442|AZY970|MANUEL FLORENCIO MAN|CR|AZK601|583907|284516|28|2|C-0573|||27|-85.5|802||P 2M|H|344.2|0|65|43|3.6|A|MXD|
72|1721|7442|7596|AZM718|FEDERAL|ER|AZM516|584641|305730|28|2|C-0546|||31|-86.5|814||P 1.8M|V|36.2|0|70|50|11.3|A|MXD|
72|1722|7596|7442|AZM516|LA CALANDRIA|ER|AZM718|583644|304548|28|2|C-0546|||31|-86.5|804||P 3M|V|216.2|0|73|56|10.1|C|MXD|
72|1723|7526|7680|AZM718|LA CALANDRIA|ER|AZK488|583644|304548|28|2|C-0546|||31|-86.5|804||P 3M|V|36.6|0|73|62|10.1|A|MXD|
72|1724|7680|7526|AZK488|LOS CONQUISTADORES|ER|AZM718|582802|303542|28|2|C-0546|||31|-86.5|814||P 1,8M|V|216.6|0|72|62|9.1|A|MXD|
72|1726|7708|7554|AZK364|CORRIENTES|CR|AZM713|584957|272827|28|2|C-0546|||30|-85|804||P 3M|V|166.6|0|59|50|3.6|A|MXD|
72|1725|7554|7708|AZM713|EL SOMBRERO|CR|AZK364|584615|274213|28|2|C-0546|||30|-85|807||P 2,4M|V|346.6|0|61|70|4.3|A|MXD|
72|1727|7470|7624|AZM713|EL SOMBRERO|CR|AZM368|584615|274213|28|2|C-0546|||30|-85|804||P 3M|V|188.2|0|61|45|3.4|A|MXD|
72|1728|7624|7470|AZM368|EMPEDRADO|CR|AZM713|584841|275714|28|2|C-0546|||30|-85|804||P 3M|V|8.2|0|55|50|2.6|A|MXD|
72|922|7554|7708|AZL369|GENERAL ARENALES|BA|AZK630|611806|341802|25.5|2||||27|-105|806||P HP 1.8|H|225.5|0|85|41|5.1|A|MXD|
72|923|7708|7554|AZK630|VEDIA|BA|AZL369|613258|343006|25.5|2||||27|-105|806||P HP 1.8|H|45.5|0|89|41|2.3|A|MXD|
72|1729|7554|7708|AZL945|RIO CUARTO|CD|AZV637|642126|330814|28|2|C-0546|||26.5|-87.5|809||P 1.2M HP|H|59.2|0|436|30|2.5|A|MXD|
72|1730|7708|7554|AZV637|RIO CUARTO|CD|AZL945|641830|330646|28|2|C-0546|||26.5|-87.5|809||P 1.2M HP|H|239.2|0|426|10|3.4|A|MXD|
72|1731|7498|7652|AYG761|FAMATINA|LR|AYG762|673117|285532|28|2||||28|-81.5|808||P 3M|H|296.5|0|1540|22|2.2|A|MXD|
72|1735|7554|7708|AYG761|FAMATINA|LR|AYG762|673117|285532|28|2||||28|-81.5|808||P 3M|H|296.5|0|1540|22|2.2|A|MXD|
72|1732|7652|7498|AYG762|FAMATINA|LR|AYG761|673518|285347|28|2||||28|-81.5|0||ESPEJO DE 7*9M|H|116.5|0|2215|6|0|A|MXD|
72|1736|7708|7554|AYG762|FAMATINA|LR|AYG761|673518|285347|28|2||||28|-81.5|0||ESPEJO DE 7*9M|H|116.5|0|2215|6|0|A|MXD|
72|1733|7498|7652|AYG762|FAMATINA|LR|AZK383|673518|285347|28|2||||28|-81.5|0||ESPEJO DE 7*9M|H|162.7|0|2215|6|0|A|MXD|
72|1737|7554|7708|AYG762|FAMATINA|LR|AZK383|673518|285347|28|2||||28|-81.5|0||ESPEJO DE 7*9M|H|162.7|0|2215|6|0|A|MXD|
72|1734|7652|7498|AZK383|CHILECITO|LR|AYG762|672934|290952|28|2||||28|-81.5|808||P 3M HP|H|342.7|0|1105|25|4.2|A|MXD|
72|1738|7708|7554|AZK383|CHILECITO|LR|AYG762|672934|290952|28|2||||28|-81.5|808||P 3M HP|H|342.7|0|1105|25|4.2|A|MXD|
72|1739|7498|7652|AZV636|GENERAL ENRIQUE MOSC|ST|AZL863|634912|223613|28|2||||28|-81|809||P 1,2M HP|H|2.5|-0.5|472|18|5.4|A|MXD|
72|1740|7652|7498|AZL863|TARTAGAL|ST|AZV636|634900|223200|28|2||||28|-81|809||P 1,2M HP|H|182.5|0.5|500|66|9.5|A|MXD|
72|1741|7442|7596|AZK323|CAA CATI|CR|AZL253|573724|274503|28|2||||26.5|-77.5|804||P 3M|V|38.1|0|75|51|2.5|A|MXD|
72|1742|7596|7442|AZL253|ITA-IBATE|CR|AZK323|572012|272533|28|2||||26.5|-77.5|804||P 3M|V|218.1|0|69|72|3.5|A|MXD|
72|1744|7652|7498|AZL253|ITA-IBATE|CR|AZK323|572012|272533|28|2||||26.5|-77.5|804||P 3M|V|218.1|0|69|72|3.5|A|MXD|
72|1743|7498|7652|AZK323|CAA CATI|CR|AZL253|573724|274503|28|2||||26.5|-77.5|804||P 3M|V|38.1|0|75|51|2.5|A|MXD|
72|1745|7680|7526|AZM61|LEANDRO N. ALEM|MS|AZM942|551930|273618|28|2|C-0546|||26.5|-77.5|809||P 1,2M|H|157.3|0|300|59|3.9|A|MXD|
72|1746|7526|7680|AZM942|DOS ARROYOS|MS|AZM61|551645|274207|28|2|C-0546|||26.5|-77.5|809||P 1,2M|H|337.3|0|350|38|2.5|A|MXD|
72|1750|7708|7554|AZN877|POSADAS|MS|AZN860|555257|272700|28|2||||27.3|-103|809||P 1.2M|V|89.3|0|100|21|1.5|A|MXD|EX C.T.I. NORTE S.A.
72|1749|7554|7708|AZN860|SANTA ANA|MS|AZN877|553459|272647|28|2||||27.3|-103|809||P 1.2M|V|269.3|0|300|22|1.6|A|MXD|EX C.T.I. NORTE S.A.
72|1752|7680|7526|AZN491|DALMACIO VELEZ SARSF|CD|AZL664|633500|323640|28|2||||26.5|-83.5|814||P 1.8M|V|326.1|0|225|18|1.6|A|MXD|
72|1751|7526|7680|AZL664|HERNANDO|CD|AZN491|634346|322541|28|2||||26.5|-83.5|814||P 1.8M|V|146.1|0|275|30|3.1|A|MXD|
72|1754|7624|7470|AZM368|EMPEDRADO|CR|AZK574|584834|275716|28|2||||26.5|-77.5|804||P 3M|H|151.4|0|66|30|2.2|A|MXD|
72|1753|7470|7624|AZK574|SALADAS|CR|AZM368|583730|281509|28|2||||26.5|-77.5|804||P 3M|H|331.4|0|70|67|4.2|A|MXD|
72|1773|7498|7652|AZK524|SALADAS|CR|AZM798|583723|281509|28|2|C-0546|||30|-86|813||P 3,7M|H|92|0|65|69|7|A|MXD|
72|1774|7652|7498|AZM798|SANTA ROSA (DPTO. CO|CR|AZK524|580706|281602|28|2|C-0546|||30|-86|813||P 3,7M|H|272|0|70|90|8.1|A|MXD|
72|1776|7596|7442|AZM798|SANTA ROSA (DPTO. CO|CR|AZK524|580706|281602|28|2|C-0546|||30|-86|813||P 3,7M|H|272|0|70|90|8.1|A|MXD|
72|1775|7442|7596|AZK574|SALADAS|CR|AZM798|583723|281509|28|2|C-0546|||30|-86|813||P 3,7M|H|92|0|65|69|7|A|MXD|
72|1755|7498|7652|AZL74|AUCA MAHUIDA|NQ|AZZ784|685330|374407|25.5|2||||30|-93.5|814||P 1,8M|H|358.7|0|1959|8|7.3|A|MXD|
72|1756|7652|7498|AZZ784|RINCON DE LOS SAUCES|NQ|AZL74|685406|372357|25.5|2||||30|-93.5|814||P 1,8M|H|178.7|0|580|8|7.3|A|MXD|
72|1777|7442|7596|AYG752|MOLINOS|ST|AYG760|655144|251308|28|2||||27|-87|814||P 1,8M|H|142.1|0.6|3377|9|3.3|A|MXD|
72|1779|7498|7652|AYG752|MOLINOS|ST|AYG760|655144|251308|28|2||||27|-87|814||P 1,8M|H|142.1|0.6|3377|9|3.3|A|MXD|
72|1778|7596|7442|AYG760|ALEMANIA|ST|AYG762|652719|254121|28|2||||27|-87|814||P 1,8M|H|322.1|0.6|2613|12|3.6|A|MXD|
72|1780|7652|7498|AYG760|ALEMANIA|ST|AYG752|652719|254121|28|2||||27|-87|814||P 1,8M|H|322.1|0.6|2613|12|3.6|A|MXD|
72|1782|7652|7498|AZK364|CORRIENTES|CR|AZM713|584957|272827|28|2|C-0573|||30|-85|804||P 3M|H|166.6|0|59|50|3.6|A|MXD|
72|1781|7498|7652|AZM713|EL SOMBRERO|CR|AZK364|584615|274213|28|2|C-0573|||30|-85|811||P 2.4M|H|346.6|0|61|70|4.3|A|MXD|
72|1784|7680|7526|AZM368|EMPEDRADO|CR|AZM713|584841|275714|28|2|C-0573|||30|-85|804||P 3M|H|8.2|0|55|50|2.6|A|MXD|
72|1783|7526|7680|AZM713|EL SOMBRERO|CR|AZM368|584615|274213|28|2|C-0573|||30|-85|804||P 3M|H|188.2|0|61|45|3.4|A|MXD|
72|1785|7442|7596|AZK370|BELEN|CT|AZK295|664645|274604|28|2||||30|-87|811||P 2.4M STD|V|291.3|2.8|1102|23|2|A|MXD|
72|1788|7596|7442|AZK312|BELEN|CT|AZK370|670259|274029|28|2||||30|-87|811||P 2.4M STD|V|111.3|0|1184|40|5.5|A|MXD|
72|1789|7624|7470|AZK618|TINOGASTA|CT|AZE760|673414|280338|28|2||||30|-87|811||P 2.4M STD|V|41.6|0|1195|18|3.6|A|MXD|
72|1790|7470|7624|AZE760|LONDRES|CT|AZK618|672202|275129|28|2||||30|-87|0||ESPEJO 5X7M|V|221.6|0|2530|3|0|A|MXD|
72|1791|7624|7470|AZE760|LONDRES|CT|AZK371|672202|275129|28|2||||30|-87|0||ESPEJO 5X7M|V|121.7|0|2530|3|0|A|MXD|
72|1792|7470|7624|AZK371|LONDRES|CT|AZE760|672036|275216|28|2||||30|-87|811||P 2.4M STD|V|301.7|0|1664|18|3.4|A|MXD|
72|1801|7470|7624|AZM261|BALNEARIO MAR CHIQUI|BA|AZE394|572529|374438|25.5|2|C-0681|||30|-100|811||P 2.4M|V|292.5|0|3|47|9.5|A|MXD|
72|1802|7624|7470|AZE394|VIVORATA|BA|AZM261|573957|373955|25.5|2|C-0681|||30|-100|811||P 2.4M|V|112.5|0|27|65|10.1|A|MXD|
72|1803|7470|7624|AZM267|SAN JORGE|BA|AZL443|605743|371346|25.5|2||||27|-105.5|811||P 2.4M|H|265|0|185|54|8.4|A|MXD|
72|1804|7624|7470|AZL443|GENERAL LA MADRID|BA|AZM267|611543|371503|25.5|2||||27|-105.5|811||P 2.4M|H|85|0|169|55|8.5|A|MXD|
72|1805|7526|7680|AZM267|SAN JORGE|BA|AZM268|605743|371346|25.5|2||||27|-105.5|804||P 3M|H|77.6|0|185|58|8.6|A|MXD|
72|1806|7680|7526|AZM268|DURAÑONA|BA|AZM267|603750|371015|25.5|2||||27|-105.5|804||P 3M|H|257.6|0|203|55|8.4|A|MXD|
72|1807|7470|7624|AZK517|9 DE JULIO|BA|AZL523|605212|352613|25.5|2||||27|-100.5|811||P 2.4M|H|148.6|0|71|70|9.2|A|MXD|
72|1808|7624|7470|AZL523|DUDIGNAC|BA|AZK517|604236|353900|25.5|2||||27|-100.5|811||P 2.4M|H|328.6|0|76|56|8.4|A|MXD|
72|1809|7498|7652|AZL393|CORONEL VIDAL|BA|AZE394|574341|372653|25.5|2|C-0681|||30|-100|811||P 2.4M|H|167.2|0|25|40|9.5|A|MXD|
72|1810|7652|7498|AZE394|VIVORATA|BA|AZL393|573957|373955|25.5|2|C-0681|||30|-100|811||P 2.4M|H|347.2|0|27|60|10.7|A|MXD|
72|1817|7554|7708|AZK919|TORNQUIST|BA|AZK381|621326|380606|25.5|2|C-0384|||27|-105.5|814||P 1.8M|V|234.4|0|283|47|7.2|A|MXD|
72|1819|7554|7708|AZK919|TORNQUIST|BA|AZK381|621326|380606|25.5|2|C-0384|||27|-105.5|814||P 1.8M|V|234.4|0|283|47|7.2|A|MXD|
72|1818|7708|7554|AZK381|CHASICO|BA|AZK919|623846|382025|25.5|2|C-0384|||27|-105.5|811||P 2.4M|V|54.4|0|124|98|9|A|MXD|
72|1820|7708|7554|AZK381|CHASICO|BA|AZK919|623846|382025|25.5|2|C-0384|||27|-105.5|811||P 2.4M|V|54.4|0|124|98|9|A|MXD|
72|1821|7498|7652|AZL236|MACACHIN|LP|AZV298|633948|370835|25.5|2|C-0340|||30|-89|811||P 2.4M|V|356.7|0|138|50|7|A|MXD|
72|1823|7442|7596|AZL236|MACACHIN|LP|AZV298|633948|370835|25.5|2|C-0340|||30|-89|811||P 2.4M|V|356.7|0|138|50|7|A|MXD|
72|1822|7652|7498|AZV298|MIGUEL RIGLOS|LP|AZL236|634103|365115|25.5|2|C-0340|||30|-89|811||P 2.4M|V|176.7|0|141|35|6.3|A|MXD|
72|1824|7596|7442|AZV298|MIGUEL RIGLOS|LP|AZL236|634103|365115|25.5|2|C-0340|||30|-89|811||P 2.4M|V|176.7|0|141|35|6.3|A|MXD|
72|1825|7442|7596|AZK98|TRES ARROYOS|BA|AZK878|601622|382241|25.5|2|C-0901|||27|-101.5|814||P 1.8M|H|238.9|0|108|52|8.5|A|MXD|
72|1826|7596|7442|AZK878|MICAELA CASCALLARES|BA|AZK98|602859|382839|25.5|2|C-0901|||27|-101.5|814||P 1.8M|H|58.9|0|125|27|6.7|A|MXD|
72|1827|7526|7680|AZL383|LAS HERAS|SC|AZE396|685611|463238|25.5|2|C-0901|||27|-89.5|814||P 1.8M|V|91.7|0|336|41|5.9|A|MXD|
72|1829|7470|7624|AZL383|LAS HERAS|SC|AZE396|685611|463238|25.5|2|C-0901|||27|-89.5|814||P 1.8M|V|91.7|0|336|41|5.9|A|MXD|
72|1828|7680|7526|AZE396|KOLUEL KAYKE|SC|AZL383|682606|463311|25.5|2|C-0901|||27|-89.5|814||P 1.8M|V|271.7|0|325|35|5.6|A|MXD|
72|1830|7624|7470|AZE396|KOLUEL KAYKE|SC|AZL383|682606|463311|25.5|2|C-0901|||27|-89.5|814||P 1.8M|V|271.7|0|325|35|5.6|A|MXD|
72|1832|7708|7554|AZE396|KOLUEL KAYKE|SC|AZK234|682606|463311|25.5|2|C-0236|||27|-89.5|814||P 1.8M|H|107.3|0|325|44|6.5|A|MXD|
72|1831|7554|7708|AZK234|PICO TRUNCADO|SC|AZE296|675620|463930|25.5|2|C-0236|||27|-89.5|814||P 1.8M|H|287.3|0|292|60|7.4|A|MXD|
72|1833|7498|7652|AZK234|PICO TRUNCADO|SC|AZE396|675620|463930|25.5|2|C-0236|||27|-89.5|814||P 1.8M|H|287.3|0|292|60|7.4|A|MXD|
72|1834|7652|7498|AZE396|KOLUEL KAYKE|SC|AZK234|682606|463311|25.5|2|C-0236|||27|-89.5|814||P 1.8M|H|107.3|0|325|44|6.5|A|MXD|
72|1835|7470|7624|AZK386|DAIREAUX|BA|AZK628|614450|363557|25.5|2|C-0681|||30|-95|814||P 1.8M|H|58.6|0|112|43|7.8|A|MXD|
72|1837|7526|7680|AZK386|DAIREAUX|BA|AZK628|614450|363557|25.5|2|C-0681|||30|-95|814||P 1.8M|H|58.6|0|112|43|7.8|A|MXD|
72|1836|7624|7470|AZK628|URDAMPILLETA|BA|AZK386|612448|362606|25.5|2|C-0681|||30|-95|811||P 2.4M|H|238.6|0|106|73|8.7|A|MXD|
72|1838|7680|7526|AZK628|URDAMPILLETA|BA|AZK386|612448|362606|25.5|2|C-0681|||30|-95|811||P 2.4M|H|238.6|0|106|73|8.7|A|MXD|
72|1839|7442|7596|AZK384|CHIVILCOY|BA|AZL571|600115|345349|25.5|2|C-0681|||30|-89|804||P 3M|H|151.7|0|52|80|7.9|A|MXD|
72|1841|7498|7652|AZK384|CHIVILCOY|BA|AZL571|600115|345349|25.5|2|C-0681|||30|-89|804||P 3M|H|151.7|0|52|80|7.9|A|MXD|
72|1840|7596|7442|AZL571|NORBERTO DE LA RIEST|BA|AZK384|594626|351618|25.5|2|C-0681|||30|-89|804||P 3M|H|331.7|0|44|64|7.2|A|MXD|
72|1842|7652|7498|AZL571|NORBERTO DE LA RIEST|BA|AZK384|594626|351618|25.5|2|C-0681|||30|-89|804||P 3M|H|331.7|0|44|64|7.2|A|MXD|
72|1843|7498|7652|AZL329|TAPALQUE|BA|AZK82|600128|362132|25.5|2|C-0573|||27|-95.5|804||P 3M|H|160.4|0|85|83|8|A|MXD|
72|1845|7554|7708|AZL329|TAPALQUE|BA|AZK82|600128|362132|25.5|2|C-0573|||27|-95.5|804||P 3M|H|160.4|0|85|83|8|A|MXD|
72|1844|7652|7498|AZK82|AZUL|BA|AZL329|595023|364627|25.5|2|C-0573|||27|-95.5|804||P 3M|H|340.4|0|132|75|7.5|A|MXD|
72|1846|7708|7554|AZK82|AZUL|BA|AZL329|595023|364627|25.5|2|C-0573|||27|-95.5|804||P 3M|H|340.4|0|132|75|7.5|A|MXD|
72|1847|7526|7680|AZK299|ARRECIFES|BA|AZN375|600611|340353|25.5|2|C-0681|||30|-98.5|804||P 3M|H|113.3|0|40|34|9.6|A|MXD|
72|1848|7680|7526|AZN375|CAPITAN SARMIENTO|BA|AZK299|594816|341015|25.5|2|C-0681|||30|-98.5|804||P 3M|H|293.3|0|47|55|9.5|A|MXD|
72|1849|7526|7680|AZV628|CONCORDIA|ER|AZY323|580105|312255|28|2|C-0623|||27.3|-103|809||P 1.2M|H|217.1|0|40|47|3.3|A|MXD|EX C.T.I. NORTE S.A.
72|1850|7680|7526|AZY323|CLODOMIRO LEDESMA|ER|AZV628|581130|313442|28|2|C-0623|||27.3|-103|806||P 1.8M|H|37.1|0|60|49|3.4|A|MXD|EX C.T.I. NORTE S.A.
72|1851|7554|7708|AZY317|UBAJAY|ER|AZY324|581906|314742|28|2|C-0623|||27.3|-103|809||P 1.2M|V|173.8|0|55|38|2.8|A|MXD|EX C.T.I. NORTE S.A.
72|1852|7708|7554|AZY324|JUAN JORGE|ER|AZY317|581730|320016|28|2|C-0623|||27.3|-103|809||P 1.2M|V|353.8|0|37|30|0|A|MXD|EX C.T.I. NORTE S.A.
72|1853|7526|7680|AZY325|COLON|ER|AZY326|581002|321156|28|2|C-0623|||27.3|-103|807||P 2.4M|H|193.7|0|25|72|4.5|A|MXD|EX C.T.I. NORTE S.A.
